Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
         365174	    182583	001024b0	8fd9	c.or	x15,x14	 x15:0x001cccc8 x14:0x00000004 x15=0x001ccccc
         365176	    182584	001024b2	01f5d493	srli	x9,x11,0x1f	 x11:0x40139999  x9=0x00000000
         365178	    182585	001024b6	01d65713	srli	x14,x12,0x1d	 x12:0x00000000 x14=0x00000000
         365180	    182586	001024ba	7ff37313	andi	x6,x6,2047	  x6:0x000003ff  x6=0x000003ff
         365184	    182588	001024be	ce06	c.swsp	x1,28(x2)	  x2:0x00137750  x1:0x001006ee PA:0x0013776c store:0x001006ee load:0x3ff00000
         365188	    182590	001024c0	c84a	c.swsp	x18,16(x2)	  x2:0x00137750 x18:0x00000000 PA:0x00137760 store:0x00000000 load:0x3ff00000
         365192	    182592	001024c2	c64e	c.swsp	x19,12(x2)	  x2:0x00137750 x19:0x40100000 PA:0x0013775c store:0x40100000 load:0x3ff00000
         365194	    182593	001024c4	82fd	c.srli	x13,0x1f	 x13:0x3ff00000 x13=0x00000000
         365196	    182594	001024c6	01076733	or	x14,x14,x16	 x14:0x00000000 x16:0x00000000 x14=0x00000000
         365198	    182595	001024ca	00351593	slli	x11,x10,0x3	 x10:0x9999999a x11=0xccccccd0
         365200	    182596	001024ce	060e	c.slli	x12,0x3	 x12:0x00000000 x12=0x00000000
         365202	    182597	001024d0	40640833	sub	x16,x8,x6	  x8:0x00000401  x6:0x000003ff x16=0x00000002
         365204	    182598	001024d4	22d49863	bne	x9,x13,102704	  x9:0x00000000 x13:0x00000000
         365206	    182599	001024d8	0f005363	bge	x0,x16,1025be	  x0:0x00000000 x16:0x00000002
         365210	    182601	001024dc	02031863	bne	x6,x0,10250c	  x6:0x000003ff  x0:0x00000000
         365214	    182603	0010250c	7ff00693	addi	x13,x0,2047	  x0:0x00000000 x13=0x000007ff
         365216	    182604	00102510	18d40e63	beq	x8,x13,1026ac	  x8:0x00000401 x13:0x000007ff
         365218	    182605	00102514	008006b7	lui	x13,0x800	 x13=0x00800000
         365220	    182606	00102518	8f55	c.or	x14,x13	 x14:0x00000000 x13:0x00800000 x14=0x00800000
         365222	    182607	0010251a	8542	c.mv	x10,x16	  x0:0x00000000 x16:0x00000002 x10=0x00000002
         365224	    182608	0010251c	03800693	addi	x13,x0,56	  x0:0x00000000 x13=0x00000038
         365226	    182609	00102520	08a6cb63	blt	x13,x10,1025b6	 x13:0x00000038 x10:0x00000002
         365228	    182610	00102524	46fd	c.li	x13,31	 x13=0x0000001f
         365230	    182611	00102526	06a6c263	blt	x13,x10,10258a	 x13:0x0000001f x10:0x00000002
         365232	    182612	0010252a	02000813	addi	x16,x0,32	  x0:0x00000000 x16=0x00000020
         365234	    182613	0010252e	40a80833	sub	x16,x16,x10	 x16:0x00000020 x10:0x00000002 x16=0x0000001e
         365236	    182614	00102532	010716b3	sll	x13,x14,x16	 x14:0x00800000 x16:0x0000001e x13=0x00000000
         365238	    182615	00102536	00a658b3	srl	x17,x12,x10	 x12:0x00000000 x10:0x00000002 x17=0x00000000
         365240	    182616	0010253a	01061633	sll	x12,x12,x16	 x12:0x00000000 x16:0x0000001e x12=0x00000000
         365242	    182617	0010253e	0116e6b3	or	x13,x13,x17	 x13:0x00000000 x17:0x00000000 x13=0x00000000
         365244	    182618	00102542	00c03633	sltu	x12,x0,x12	  x0:0x00000000 x12:0x00000000 x12=0x00000000
         365246	    182619	00102546	8e55	c.or	x12,x13	 x12:0x00000000 x13:0x00000000 x12=0x00000000
         365248	    182620	00102548	00a75733	srl	x14,x14,x10	 x14:0x00800000 x10:0x00000002 x14=0x00200000
         365250	    182621	0010254c	962e	c.add	x12,x11	 x12:0x00000000 x11:0xccccccd0 x12=0xccccccd0
         365252	    182622	0010254e	00b63533	sltu	x10,x12,x11	 x12:0xccccccd0 x11:0xccccccd0 x10=0x00000000
         365254	    182623	00102552	973e	c.add	x14,x15	 x14:0x00200000 x15:0x001ccccc x14=0x003ccccc
         365256	    182624	00102554	00a707b3	add	x15,x14,x10	 x14:0x003ccccc x10:0x00000000 x15=0x003ccccc
         365258	    182625	00102558	85b2	c.mv	x11,x12	  x0:0x00000000 x12:0xccccccd0 x11=0xccccccd0
         365260	    182626	0010255a	00800737	lui	x14,0x800	 x14=0x00800000
         365262	    182627	0010255e	8f7d	c.and	x14,x15	 x14:0x00800000 x15:0x003ccccc x14=0x00000000
         365266	    182629	00102560	14070663	beq	x14,x0,1026ac	 x14:0x00000000  x0:0x00000000
         365270	    182631	001026ac	0075f713	andi	x14,x11,7	 x11:0xccccccd0 x14=0x00000000
         365274	    182633	001026b0	34070c63	beq	x14,x0,102a08	 x14:0x00000000  x0:0x00000000
         365278	    182635	00102a08	00800737	lui	x14,0x800	 x14=0x00800000
         365280	    182636	00102a0c	8f7d	c.and	x14,x15	 x14:0x00800000 x15:0x003ccccc x14=0x00000000
         365284	    182638	00102a0e	cb11	c.beqz	x14,102a22	 x14:0x00000000
         365290	    182641	00102a22	01d79713	slli	x14,x15,0x1d	 x15:0x003ccccc x14=0x80000000
         365292	    182642	00102a26	0035d513	srli	x10,x11,0x3	 x11:0xccccccd0 x10=0x1999999a
         365294	    182643	00102a2a	8d59	c.or	x10,x14	 x10:0x1999999a x14:0x80000000 x10=0x9999999a
         365296	    182644	00102a2c	7ff00713	addi	x14,x0,2047	  x0:0x00000000 x14=0x000007ff
         365298	    182645	00102a30	838d	c.srli	x15,0x3	 x15:0x003ccccc x15=0x00079999
         365302	    182647	00102a32	00e41963	bne	x8,x14,102a44	  x8:0x00000401 x14:0x000007ff
         365306	    182649	00102a44	01441713	slli	x14,x8,0x14	  x8:0x00000401 x14=0x40100000
         365308	    182650	00102a48	7ff006b7	lui	x13,0x7ff00	 x13=0x7ff00000
         365310	    182651	00102a4c	07b2	c.slli	x15,0xc	 x15:0x00079999 x15=0x79999000
         365314	    182653	00102a4e	40f2	c.lwsp	x1,28(x2)	  x2:0x00137750  x1=0x001006ee PA:0x0013776c load:0x001006ee
         365318	    182655	00102a50	4462	c.lwsp	x8,24(x2)	  x2:0x00137750  x8=0x40139999 PA:0x00137768 load:0x40139999
         365320	    182656	00102a52	8f75	c.and	x14,x13	 x14:0x40100000 x13:0x7ff00000 x14=0x40100000
         365322	    182657	00102a54	83b1	c.srli	x15,0xc	 x15:0x79999000 x15=0x00079999
         365324	    182658	00102a56	04fe	c.slli	x9,0x1f	  x9:0x00000000  x9=0x00000000
         365326	    182659	00102a58	8fd9	c.or	x15,x14	 x15:0x00079999 x14:0x40100000 x15=0x40179999
         365328	    182660	00102a5a	0097e733	or	x14,x15,x9	 x15:0x40179999  x9:0x00000000 x14=0x40179999
         365332	    182662	00102a5e	4942	c.lwsp	x18,16(x2)	  x2:0x00137750 x18=0x00000000 PA:0x00137760 load:0x00000000
         365336	    182664	00102a60	44d2	c.lwsp	x9,20(x2)	  x2:0x00137750  x9=0x9999999a PA:0x00137764 load:0x9999999a
         365340	    182666	00102a62	49b2	c.lwsp	x19,12(x2)	  x2:0x00137750 x19=0x40100000 PA:0x0013775c load:0x40100000
         365342	    182667	00102a64	85ba	c.mv	x11,x14	  x0:0x00000000 x14:0x40179999 x11=0x40179999
         365344	    182668	00102a66	6105	c.addi16sp	x2,32	  x2:0x00137750  x2=0x00137770
         365348	    182670	00102a68	8082	c.jr	x1	  x1:0x001006ee
         365350	    182671	001006ee	862a	c.mv	x12,x10	  x0:0x00000000 x10:0x9999999a x12=0x9999999a
         365352	    182672	001006f0	86ae	c.mv	x13,x11	  x0:0x00000000 x11:0x40179999 x13=0x40179999
         365354	    182673	001006f2	854a	c.mv	x10,x18	  x0:0x00000000 x18:0x00000000 x10=0x00000000
         365356	    182674	001006f4	85ce	c.mv	x11,x19	  x0:0x00000000 x19:0x40100000 x11=0x40100000
         365360	    182676	001006f6	4ac020ef	jal	x1,102ba2	  x1=0x001006fa
         365364	    182678	00102ba2	00100737	lui	x14,0x100	 x14=0x00100000
         365366	    182679	00102ba6	177d	c.addi	x14,-1	 x14:0x00100000 x14=0x000fffff
         365368	    182680	00102ba8	0145d813	srli	x16,x11,0x14	 x11:0x40100000 x16=0x00000401
         365370	    182681	00102bac	00b778b3	and	x17,x14,x11	 x14:0x000fffff x11:0x40100000 x17=0x00000000
         365372	    182682	00102bb0	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0x00000000 x15=0x00000000
         365374	    182683	00102bb2	832a	c.mv	x6,x10	  x0:0x00000000 x10:0x00000000  x6=0x00000000
         365376	    182684	00102bb4	7ff87813	andi	x16,x16,2047	 x16:0x00000401 x16=0x00000401
         365378	    182685	00102bb8	01f5d513	srli	x10,x11,0x1f	 x11:0x40100000 x10=0x00000000
         365380	    182686	00102bbc	7ff00e93	addi	x29,x0,2047	  x0:0x00000000 x29=0x000007ff
         365382	    182687	00102bc0	0146d593	srli	x11,x13,0x14	 x13:0x40179999 x11=0x00000401
         365384	    182688	00102bc4	8f75	c.and	x14,x13	 x14:0x000fffff x13:0x40179999 x14=0x00079999
         365386	    182689	00102bc6	8e32	c.mv	x28,x12	  x0:0x00000000 x12:0x9999999a x28=0x9999999a
         365388	    182690	00102bc8	7ff5f593	andi	x11,x11,2047	 x11:0x00000401 x11=0x00000401
         365390	    182691	00102bcc	82fd	c.srli	x13,0x1f	 x13:0x40179999 x13=0x00000000
         365394	    182693	00102bce	01d81863	bne	x16,x29,102bde	 x16:0x00000401 x29:0x000007ff
         365402	    182697	00102bde	01d59663	bne	x11,x29,102bea	 x11:0x00000401 x29:0x000007ff
         365410	    182701	00102bea	04081c63	bne	x16,x0,102c42	 x16:0x00000401  x0:0x00000000
         365416	    182704	00102c42	fdd5	c.bnez	x11,102bfe	 x11:0x00000401
         365422	    182707	00102bfe	00d51463	bne	x10,x13,102c06	 x10:0x00000000 x13:0x00000000
         365426	    182709	00102c02	0105d963	bge	x11,x16,102c14	 x11:0x00000401 x16:0x00000401
         365432	    182712	00102c14	00b85463	bge	x16,x11,102c1c	 x16:0x00000401 x11:0x00000401
         365436	    182714	00102c1c	ff1765e3	bltu	x14,x17,102c06	 x14:0x00079999 x17:0x00000000
         365440	    182716	00102c20	00e89c63	bne	x17,x14,102c38	 x17:0x00000000 x14:0x00079999
         365446	    182719	00102c38	fee8e0e3	bltu	x17,x14,102c18	 x17:0x00000000 x14:0x00079999
         365452	    182722	00102c18	d965	c.beqz	x10,102c08	 x10:0x00000000
         365456	    182724	00102c08	557d	c.li	x10,-1	 x10=0xffffffff
         365460	    182726	00102c0a	8082	c.jr	x1	  x1:0x001006fa
         365462	    182727	001006fa	87aa	c.mv	x15,x10	  x0:0x00000000 x10:0xffffffff x15=0xffffffff
         365466	    182729	001006fc	4612	c.lwsp	x12,4(x2)	  x2:0x00137770 x12=0x00000000 PA:0x00137774 load:0x00000000
         365470	    182731	001006fe	46a2	c.lwsp	x13,8(x2)	  x2:0x00137770 x13=0x3ff00000 PA:0x00137778 load:0x3ff00000
         365472	    182732	00100700	8526	c.mv	x10,x9	  x0:0x00000000  x9:0x9999999a x10=0x9999999a
         365474	    182733	00100702	85a2	c.mv	x11,x8	  x0:0x00000000  x8:0x40139999 x11=0x40139999
         365476	    182734	00100704	faf042e3	blt	x0,x15,1006a8	  x0:0x00000000 x15:0xffffffff
         365480	    182736	00100708	181020ef	jal	x1,103088	  x1=0x0010070c
         365482	    182737	00103088	00100837	lui	x16,0x100	 x16=0x00100000
         365484	    182738	0010308c	187d	c.addi	x16,-1	 x16:0x00100000 x16=0x000fffff
         365486	    182739	0010308e	1101	c.addi	x2,-32	  x2:0x00137770  x2=0x00137750
         365488	    182740	00103090	00b877b3	and	x15,x16,x11	 x16:0x000fffff x11:0x40139999 x15=0x00039999
         365490	    182741	00103094	0145d713	srli	x14,x11,0x14	 x11:0x40139999 x14=0x00000401
         365492	    182742	00103098	00d87833	and	x16,x16,x13	 x16:0x000fffff x13:0x3ff00000 x16=0x00000000
         365494	    182743	0010309c	0146d313	srli	x6,x13,0x14	 x13:0x3ff00000  x6=0x000003ff
         365498	    182745	001030a0	cc22	c.swsp	x8,24(x2)	  x2:0x00137750  x8:0x40139999 PA:0x00137768 store:0x40139999 load:0x3ff00000
         365500	    182746	001030a2	078e	c.slli	x15,0x3	 x15:0x00039999 x15=0x001cccc8
         365502	    182747	001030a4	7ff77413	andi	x8,x14,2047	 x14:0x00000401  x8=0x00000401
         365504	    182748	001030a8	01d55713	srli	x14,x10,0x1d	 x10:0x9999999a x14=0x00000004
         365508	    182750	001030ac	ca26	c.swsp	x9,20(x2)	  x2:0x00137750  x9:0x9999999a PA:0x00137764 store:0x9999999a load:0x3ff00000
         365510	    182751	001030ae	8fd9	c.or	x15,x14	 x15:0x001cccc8 x14:0x00000004 x15=0x001ccccc
         365512	    182752	001030b0	01f5d493	srli	x9,x11,0x1f	 x11:0x40139999  x9=0x00000000
         365514	    182753	001030b4	01d65713	srli	x14,x12,0x1d	 x12:0x00000000 x14=0x00000000
         365516	    182754	001030b8	00351593	slli	x11,x10,0x3	 x10:0x9999999a x11=0xccccccd0
         365518	    182755	001030bc	080e	c.slli	x16,0x3	 x16:0x00000000 x16=0x00000000
         365522	    182757	001030be	ce06	c.swsp	x1,28(x2)	  x2:0x00137750  x1:0x0010070c PA:0x0013776c store:0x0010070c load:0x3ff00000
         365526	    182759	001030c0	c84a	c.swsp	x18,16(x2)	  x2:0x00137750 x18:0x00000000 PA:0x00137760 store:0x00000000 load:0x3ff00000
         365530	    182761	001030c2	c64e	c.swsp	x19,12(x2)	  x2:0x00137750 x19:0x40100000 PA:0x0013775c store:0x40100000 load:0x3ff00000
         365532	    182762	001030c4	7ff37313	andi	x6,x6,2047	  x6:0x000003ff  x6=0x000003ff
         365534	    182763	001030c8	7ff00513	addi	x10,x0,2047	  x0:0x00000000 x10=0x000007ff
         365536	    182764	001030cc	82fd	c.srli	x13,0x1f	 x13:0x3ff00000 x13=0x00000000
         365538	    182765	001030ce	01076733	or	x14,x14,x16	 x14:0x00000000 x16:0x00000000 x14=0x00000000
         365540	    182766	001030d2	060e	c.slli	x12,0x3	 x12:0x00000000 x12=0x00000000
         365544	    182768	001030d4	00a31563	bne	x6,x10,1030de	  x6:0x000003ff x10:0x000007ff
         365550	    182771	001030de	0016c693	xori	x13,x13,1	 x13:0x00000000 x13=0x00000001
         365552	    182772	001030e2	40640833	sub	x16,x8,x6	  x8:0x00000401  x6:0x000003ff x16=0x00000002
         365556	    182774	001030e6	22969863	bne	x13,x9,103316	 x13:0x00000001  x9:0x00000000
         365562	    182777	00103316	0d005663	bge	x0,x16,1033e2	  x0:0x00000000 x16:0x00000002
         365566	    182779	0010331a	08031163	bne	x6,x0,10339c	  x6:0x000003ff  x0:0x00000000
         365570	    182781	0010339c	7ff00693	addi	x13,x0,2047	  x0:0x00000000 x13=0x000007ff
         365572	    182782	001033a0	f0d40fe3	beq	x8,x13,1032be	  x8:0x00000401 x13:0x000007ff
         365574	    182783	001033a4	008006b7	lui	x13,0x800	 x13=0x00800000
         365576	    182784	001033a8	8f55	c.or	x14,x13	 x14:0x00000000 x13:0x00800000 x14=0x00800000
         365578	    182785	001033aa	8542	c.mv	x10,x16	  x0:0x00000000 x16:0x00000002 x10=0x00000002
         365582	    182787	001033ac	bf69	c.j	103346	
         365586	    182789	00103346	03800693	addi	x13,x0,56	  x0:0x00000000 x13=0x00000038
         365588	    182790	0010334a	08a6c863	blt	x13,x10,1033da	 x13:0x00000038 x10:0x00000002
         365590	    182791	0010334e	46fd	c.li	x13,31	 x13=0x0000001f
         365592	    182792	00103350	04a6cf63	blt	x13,x10,1033ae	 x13:0x0000001f x10:0x00000002
         365594	    182793	00103354	02000813	addi	x16,x0,32	  x0:0x00000000 x16=0x00000020
         365596	    182794	00103358	40a80833	sub	x16,x16,x10	 x16:0x00000020 x10:0x00000002 x16=0x0000001e
         365598	    182795	0010335c	010716b3	sll	x13,x14,x16	 x14:0x00800000 x16:0x0000001e x13=0x00000000
         365600	    182796	00103360	00a658b3	srl	x17,x12,x10	 x12:0x00000000 x10:0x00000002 x17=0x00000000
         365602	    182797	00103364	01061633	sll	x12,x12,x16	 x12:0x00000000 x16:0x0000001e x12=0x00000000
         365604	    182798	00103368	0116e6b3	or	x13,x13,x17	 x13:0x00000000 x17:0x00000000 x13=0x00000000
         365606	    182799	0010336c	00c03633	sltu	x12,x0,x12	  x0:0x00000000 x12:0x00000000 x12=0x00000000
         365608	    182800	00103370	8e55	c.or	x12,x13	 x12:0x00000000 x13:0x00000000 x12=0x00000000
         365610	    182801	00103372	00a75733	srl	x14,x14,x10	 x14:0x00800000 x10:0x00000002 x14=0x00200000
         365612	    182802	00103376	40c58633	sub	x12,x11,x12	 x11:0xccccccd0 x12:0x00000000 x12=0xccccccd0
         365614	    182803	0010337a	00c5b533	sltu	x10,x11,x12	 x11:0xccccccd0 x12:0xccccccd0 x10=0x00000000
         365616	    182804	0010337e	40e78733	sub	x14,x15,x14	 x15:0x001ccccc x14:0x00200000 x14=0xfffccccc
         365618	    182805	00103382	40a707b3	sub	x15,x14,x10	 x14:0xfffccccc x10:0x00000000 x15=0xfffccccc
         365620	    182806	00103386	85b2	c.mv	x11,x12	  x0:0x00000000 x12:0xccccccd0 x11=0xccccccd0
         365622	    182807	00103388	00800937	lui	x18,0x800	 x18=0x00800000
         365624	    182808	0010338c	0127f733	and	x14,x15,x18	 x15:0xfffccccc x18:0x00800000 x14=0x00800000
         365626	    182809	00103390	d71d	c.beqz	x14,1032be	 x14:0x00800000
         365628	    182810	00103392	197d	c.addi	x18,-1	 x18:0x00800000 x18=0x007fffff
         365630	    182811	00103394	0127f933	and	x18,x15,x18	 x15:0xfffccccc x18:0x007fffff x18=0x007ccccc
         365632	    182812	00103398	89ae	c.mv	x19,x11	  x0:0x00000000 x11:0xccccccd0 x19=0xccccccd0
         365636	    182814	0010339a	aa5d	c.j	103550	
         365638	    182815	00103550	06090463	beq	x18,x0,1035b8	 x18:0x007ccccc  x0:0x00000000
         365640	    182816	00103554	854a	c.mv	x10,x18	  x0:0x00000000 x18:0x007ccccc x10=0x007ccccc
         365644	    182818	00103556	3f5020ef	jal	x1,10614a	  x1=0x0010355a
         365646	    182819	0010614a	67c1	c.lui	x15,0x10	 x15=0x00010000
         365650	    182821	0010614c	02f57663	bgeu	x10,x15,106178	 x10:0x007ccccc x15:0x00010000
         365654	    182823	00106178	01000737	lui	x14,0x1000	 x14=0x01000000
         365656	    182824	0010617c	47c1	c.li	x15,16	 x15=0x00000010
         365660	    182826	0010617e	fce56ee3	bltu	x10,x14,10615a	 x10:0x007ccccc x14:0x01000000
         365666	    182829	0010615a	00106737	lui	x14,0x106	 x14=0x00106000
         365668	    182830	0010615e	02000693	addi	x13,x0,32	  x0:0x00000000 x13=0x00000020
         365670	    182831	00106162	8e9d	c.sub	x13,x15	 x13:0x00000020 x15:0x00000010 x13=0x00000010
         365672	    182832	00106164	00f55533	srl	x10,x10,x15	 x10:0x007ccccc x15:0x00000010 x10=0x0000007c
         365674	    182833	00106168	4fc70793	addi	x15,x14,1276	 x14:0x00106000 x15=0x001064fc
         365676	    182834	0010616c	953e	c.add	x10,x15	 x10:0x0000007c x15:0x001064fc x10=0x00106578
         365680	    182836	0010616e	00054503	lbu	x10,0(x10)	 x10:0x00106578 x10=0x00000007 PA:0x00106578 load:0x00000007
